#Release 9.2.04i - par J.40
#Copyright (c) 1995-2007 Xilinx, Inc.  All rights reserved.

#Thu Dec 11 15:10:18 2008

#
## NOTE: This file is designed to be imported into a spreadsheet program
# such as Microsoft Excel for viewing, printing and sorting. The |
# character is used as the data field separator. This file is also designed
# to support parsing.
#
#INPUT FILE:       TOP_LEVEL_map.ncd
#OUTPUT FILE:      C:/GateFlow/7142_sig/4953_s142/xc4vsx55/mppr_result.dir/H_H_4_pad.csv
#PART TYPE:        xc4vsx55
#SPEED GRADE:      -10
#PACKAGE:          ff1148
#
# Pinout by Pin Number:
# 
# -----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,
Pin Number,Signal Name,Pin Usage,Pin Name,Direction,IO Standard,IO Bank Number,Drive (mA),Slew Rate,Termination,IOB Delay,Voltage,Constraint,DCI Value,IO Register,Signal Integrity,
G8,DDR0_DQ<22>,IOB,IO_L16N_6,BIDIR,SSTL18_II_DCI,6,,NONE*,NONE**,IFD,,LOCATED,,YES,SPLIT,
G9,,,GND,,,,,,,,,,,,,
G10,DDR0_ADDRESS<0>,IOB,IO_L6N_6,OUTPUT,SSTL18_I_DCI,6,,NONE*,NONE**,,,LOCATED,,YES,NONE,
G11,DDR0_FB0OUT,IOB,IO_L5N_6,OUTPUT,SSTL18_II_DCI,6,,NONE*,NONE**,,,LOCATED,,NO,SPLIT,
G12,DDR0_FB0IN,IOB,IO_L5P_6,INPUT,SSTL18_II_DCI,6,,,,IFD,,LOCATED,,YES,SPLIT,
G13,LAD<14>,IOB,IO_L8N_D16_CC_LC_1,BIDIR,LVCMOS25,1,12,SLOW,NONE**,IFD,,LOCATED,,YES,NONE,
G14,,,VCCO_1,,,1,,,,,2.50,,,,,
G15,LAD<31>,IOB,IO_L22P_LC_1,BIDIR,LVCMOS25,1,12,SLOW,NONE**,IFD,,LOCATED,,YES,NONE,
G16,ADC_DB<3>,IOB,IO_L8N_GC_LC_3,INPUT,LVTTL,3,,,,IFD,,LOCATED,,YES,NONE,
G17,ADC_DD<10>,IOB,IO_L8P_GC_LC_3,INPUT,LVTTL,3,,,,IFD,,LOCATED,,YES,NONE,
G18,,LOWCAPIOB,IO_L1N_GC_CC_LC_3,UNUSED,,3,,,,,,,,,,
G19,,,GND,,,,,,,,,,,,,
G20,,,VCCINT,,,,,,,,1.2,,,,,
G21,LBE4_N,IOB,IO_L21P_LC_1,INPUT,LVCMOS25,1,,,,IFD,,LOCATED,,YES,NONE,
G22,,,VCCINT,,,,,,,,1.2,,,,,
G23,GATEA_INT,IOB,IO_L13P_5,INPUT,LVTTL,5,,,,NONE,,LOCATED,,NO,NONE,
G24,,,VCCO_5,,,5,,,,,3.30,,,,,
G25,ADC_DB<1>,IOB,IO_L4P_5,INPUT,LVTTL,5,,,,IFD,,LOCATED,,YES,NONE,
G26,,,VCCAUX,,,,,,,,2.5,,,,,
G27,ADC_DC<2>,IOB,IO_L27P_5,INPUT,LVTTL,5,,,,IFD,,LOCATED,,YES,NONE,
G28,ADC_DD<7>,IOB,IO_L27N_5,INPUT,LVTTL,5,,,,IFD,,LOCATED,,YES,NONE,
G29,,,GND,,,,,,,,,,,,,
G30,DAC_TXEN,IOB,IO_L9P_CC_LC_9,OUTPUT,LVTTL,9,12,SLOW,NONE**,,,LOCATED,,NO,NONE,
G31,DAC_QFLAG,IOB,IO_L9N_CC_LC_9,OUTPUT,LVTTL,9,12,SLOW,NONE**,,,LOCATED,,NO,NONE,
G32,DAC_DB<9>,IOB,IO_L16P_9,OUTPUT,LVTTL,9,12,FAST,NONE**,,,LOCATED,,YES,NONE,
G33,DAC_DA<8>,IOB,IO_L16N_9,OUTPUT,LVTTL,9,12,FAST,NONE**,,,LOCATED,,YES,NONE,
G34,,,VCCO_9,,,9,,,,,3.30,,,,,
H1,,,VCCO_10,,,10,,,,,1.80,,,,,
H2,DDR0_DQ<31>,IOB,IO_L19N_10,BIDIR,SSTL18_II_DCI,10,,NONE*,NONE**,IFD,,LOCATED,,YES,SPLIT,
H3,DDR0_DQ<25>,IOB,IO_L19P_10,BIDIR,SSTL18_II_DCI,10,,NONE*,NONE**,IFD,,LOCATED,,YES,SPLIT,
H4,DDR0_DQ<28>,IOB,IO_L11N_10,BIDIR,SSTL18_II_DCI,10,,NONE*,NONE**,IFD,,LOCATED,,YES,SPLIT,
H5,DDR0_DQ<29>,IOB,IO_L11P_10,BIDIR,SSTL18_II_DCI,10,,NONE*,NONE**,IFD,,LOCATED,,YES,SPLIT,
H6,,,GND,,,,,,,,,,,,,
H7,DDR0_DQ<21>,IOB,IO_L31N_6,BIDIR,SSTL18_II_DCI,6,,NONE*,NONE**,IFD,,LOCATED,,YES,SPLIT,
H8,DDR0_DQ<20>,IOB,IO_L31P_6,BIDIR,SSTL18_II_DCI,6,,NONE*,NONE**,IFD,,LOCATED,,YES,SPLIT,
H9,DDR0_DQSB<1>,IOB,IO_L8N_CC_LC_6,TRISTATE,SSTL18_II_DCI,6,,NONE*,NONE**,,,LOCATED,,NO,SPLIT,
H10,DDR0_DQS<1>,IOB,IO_L8P_CC_LC_6,BIDIR,SSTL18_II_DCI,6,,NONE*,NONE**,IFD,,LOCATED,,YES,SPLIT,
H11,,,VCCO_6,,,6,,,,,1.80,,,,,
H12,DDR0_ADDRESS<8>,IOB,IO_L13P_6,OUTPUT,SSTL18_I_DCI,6,,NONE*,NONE**,,,LOCATED,,YES,NONE,
H13,LAD<57>,IOB,IO_L6N_D20_LC_1,BIDIR,LVCMOS25,1,12,SLOW,NONE**,IFD,,LOCATED,,YES,NONE,
H14,LAD<27>,IOB,IO_L6P_D21_LC_1,BIDIR,LVCMOS25,1,12,SLOW,NONE**,IFD,,LOCATED,,YES,NONE,
H15,LAD<16>,IOB,IO_L20P_LC_1,BIDIR,LVCMOS25,1,12,SLOW,NONE**,IFD,,LOCATED,,YES,NONE,
H16,,,GND,,,,,,,,,,,,,
H17,DAC_DB<4>,IOB,IO_L2P_GC_VRN_LC_3,OUTPUT,LVTTL,3,12,FAST,NONE**,,,LOCATED,,YES,NONE,
H18,TMP_VLT_INT1_N,IOB,IO_L3N_GC_LC_3,INPUT,LVTTL,3,,,,NONE,,LOCATED,,NO,NONE,
H19,SYNCB_TTL,IOB,IO_L3P_GC_LC_3,INPUT,LVTTL,3,,,,IFD,,LOCATED,,YES,NONE,
H20,LAD<36>,IOB,IO_L21N_LC_1,BIDIR,LVCMOS25,1,12,SLOW,NONE**,IFD,,LOCATED,,YES,NONE,
H21,,,VCCO_1,,,1,,,,,2.50,,,,,
H22,LAD<6>,IOB,IO_L7P_D19_LC_1,BIDIR,LVCMOS25,1,12,SLOW,NONE**,IFD,,LOCATED,,YES,NONE,
H23,,,VCCAUX,,,,,,,,2.5,,,,,
H24,GATEA_TTL,IOB,IO_L13N_5,INPUT,LVTTL,5,,,,IFD,,LOCATED,,YES,NONE,
H25,ADC_DB<2>,IOB,IO_L4N_VREF_5,INPUT,LVTTL,5,,,,IFD,,LOCATED,,YES,NONE,
H26,,,GND,,,,,,,,,,,,,
H27,ADC_DA<5>,IOB,IO_L1P_9,INPUT,LVTTL,9,,,,IFD,,LOCATED,,YES,NONE,
H28,ADC_DD<8>,IOB,IO_L1N_9,INPUT,LVTTL,9,,,,IFD,,LOCATED,,YES,NONE,
H29,ADC_DB<6>,IOB,IO_L6P_9,INPUT,LVTTL,9,,,,IFD,,LOCATED,,YES,NONE,
H30,ADC_DB<4>,IOB,IO_L6N_9,INPUT,LVTTL,9,,,,IFD,,LOCATED,,YES,NONE,
H31,,,VCCO_9,,,9,,,,,3.30,,,,,
H32,CLK_DETA,IOB,IO_L20P_9,INPUT,LVTTL,9,,,,NONE,,LOCATED,,NO,NONE,
H33,ADJ_CLK,IOB,IO_L22P_9,OUTPUT,LVTTL,9,12,SLOW,NONE**,,,LOCATED,,NO,NONE,
H34,SYNCA_TTL,IOB,IO_L22N_9,INPUT,LVTTL,9,,,,IFD,,LOCATED,,YES,NONE,
J1,,IOBS,IO_L23N_VRP_10,UNUSED,,10,,,TERMINATION,,,,,,,
J2,,IOBM,IO_L23P_VRN_10,UNUSED,,10,,,TERMINATION,,,,,,,
J3,,,GND,,,,,,,,,,,,,
J4,,IOBM,IO_L18P_10,UNUSED,,10,,,,,,,,,,
J5,DDR1_DQ<13>,IOB,IO_L10N_10,BIDIR,SSTL18_II_DCI,10,,NONE*,NONE**,IFD,,LOCATED,,YES,SPLIT,
J6,DDR1_DQ<12>,IOB,IO_L10P_10,BIDIR,SSTL18_II_DCI,10,,NONE*,NONE**,IFD,,LOCATED,,YES,SPLIT,
J7,DDR1_ADDRESS<13>,IOB,IO_L32N_6,OUTPUT,SSTL18_I_DCI,6,,NONE*,NONE**,,,LOCATED,,NO,NONE,
J8,,,VCCO_6,,,6,,,,,1.80,,,,,
J9,DDR0_DQS<0>,IOB,IO_L24P_CC_LC_6,BIDIR,SSTL18_II_DCI,6,,NONE*,NONE**,IFD,,LOCATED,,YES,SPLIT,
J10,,,VCCAUX,,,,,,,,2.5,,,,,
J11,DDR0_ADDRESS<12>,IOB,IO_L13N_6,OUTPUT,SSTL18_I_DCI,6,,NONE*,NONE**,,,LOCATED,,YES,NONE,
J12,,,VCCINT,,,,,,,,1.2,,,,,
J13,,,GND,,,,,,,,,,,,,
J14,LAD<38>,IOB,IO_L4P_D25_LC_1,BIDIR,LVCMOS25,1,12,SLOW,NONE**,IFD,,LOCATED,,YES,NONE,
J15,LAD<17>,IOB,IO_L20N_VREF_LC_1,BIDIR,LVCMOS25,1,12,SLOW,NONE**,IFD,,LOCATED,,YES,NONE,
J16,,,VCCINT,,,,,,,,1.2,,,,,
J17,DAC_DA<15>,IOB,IO_L2N_GC_VRP_LC_3,OUTPUT,LVTTL,3,12,FAST,NONE**,,,LOCATED,,YES,NONE,
J18,,,VCCO_3,,,3,,,,,3.30,,,,,
J19,ADC_DA<4>,IOB,IO_L7N_GC_LC_3,INPUT,LVTTL,3,,,,IFD,,LOCATED,,YES,NONE,
J20,LAD<52>,IOB,IO_L19P_LC_1,BIDIR,LVCMOS25,1,12,SLOW,NONE**,IFD,,LOCATED,,YES,NONE,
J21,LAD<58>,IOB,IO_L7N_D18_LC_1,BIDIR,LVCMOS25,1,12,SLOW,NONE**,IFD,,LOCATED,,YES,NONE,
J22,,,VCCINT,,,,,,,,1.2,,,,,
J23,,,GND,,,,,,,,,,,,,
J24,ADC_DA<8>,IOB,IO_L19N_5,INPUT,LVTTL,5,,,,IFD,,LOCATED,,YES,NONE,
J25,ADC_DC<9>,IOB,IO_L16P_5,INPUT,LVTTL,5,,,,IFD,,LOCATED,,YES,NONE,
J26,,,VCCINT,,,,,,,,1.2,,,,,
J27,ADC_DB<9>,IOB,IO_L3P_9,INPUT,LVTTL,9,,,,IFD,,LOCATED,,YES,NONE,
J28,,,VCCO_9,,,9,,,,,3.30,,,,,
J29,ADC_DB<11>,IOB,IO_L10P_9,INPUT,LVTTL,9,,,,IFD,,LOCATED,,YES,NONE,
J30,ADC_DB<7>,IOB,IO_L10N_9,INPUT,LVTTL,9,,,,IFD,,LOCATED,,YES,NONE,
J31,SYNCB_IN_N,IOB,IO_L23P_VRN_9,INPUT,LVTTL,9,,,,IFD,,LOCATED,,YES,NONE,
J32,CLK_DETB,IOB,IO_L20N_VREF_9,INPUT,LVTTL,9,,,,NONE,,LOCATED,,NO,NONE,
J33,,,GND,,,,,,,,,,,,,
J34,DAC_DB<6>,IOB,IO_L29P_9,OUTPUT,LVTTL,9,12,FAST,NONE**,,,LOCATED,,YES,NONE,
K1,DDR0_FB1OUT,IOB,IO_L26N_10,OUTPUT,SSTL18_II_DCI,10,,NONE*,NONE**,,,LOCATED,,NO,SPLIT,
K2,DDR0_FB1IN,IOB,IO_L26P_10,INPUT,SSTL18_II_DCI,10,,,,IFD,,LOCATED,,YES,SPLIT,
K3,DDR1_DQS<1>,IOB,IO_L25P_CC_LC_10,BIDIR,SSTL18_II_DCI,10,,NONE*,NONE**,IFD,,LOCATED,,YES,SPLIT,
K4,DDR1_DQ<3>,IOB,IO_L18N_10,BIDIR,SSTL18_II_DCI,10,,NONE*,NONE**,IFD,,LOCATED,,YES,SPLIT,
K5,,,VCCO_10,,,10,,,,,1.80,,,,,
K6,DDR0_DM<3>,IOB,IO_L16P_10,OUTPUT,SSTL18_II_DCI,10,,NONE*,NONE**,,,LOCATED,,NO,SPLIT,
K7,,,VCCINT,,,,,,,,1.2,,,,,
K8,DDR1_BA<2>,IOB,IO_L32P_6,OUTPUT,SSTL18_I_DCI,6,,NONE*,NONE**,,,LOCATED,,YES,NONE,
K9,DDR0_DQSB<0>,IOB,IO_L24N_CC_LC_6,TRISTATE,SSTL18_II_DCI,6,,NONE*,NONE**,,,LOCATED,,NO,SPLIT,
K10,,,GND,,,,,,,,,,,,,
K11,,,VCCINT,,,,,,,,1.2,,,,,
K12,,,GND,,,,,,,,,,,,,
K13,,,VCCINT,,,,,,,,1.2,,,,,
K14,LAD<32>,IOB,IO_L4N_D24_VREF_LC_1,BIDIR,LVCMOS25,1,12,SLOW,NONE**,IFD,,LOCATED,,YES,NONE,
K15,,,VCCO_1,,,1,,,,,2.50,,,,,
K16,LAD<53>,IOB,IO_L18P_VRN_LC_1,BIDIR,LVCMOS25,1,12,SLOW,NONE**,IFD,,LOCATED,,YES,NONE,
K17,ADC_DA<6>,IOB,IO_L5N_GC_LC_3,INPUT,LVTTL,3,,,,IFD,,LOCATED,,YES,NONE,
K18,ADC_DA<3>,IOB,IO_L5P_GC_LC_3,INPUT,LVTTL,3,,,,IFD,,LOCATED,,YES,NONE,
K19,ADC_DB<0>,IOB,IO_L7P_GC_LC_3,INPUT,LVTTL,3,,,,IFD,,LOCATED,,YES,NONE,
K20,,,GND,,,,,,,,,,,,,
K21,,,VCCINT,,,,,,,,1.2,,,,,
K22,,,GND,,,,,,,,,,,,,
K23,,,VCCINT,,,,,,,,1.2,,,,,
K24,ADC_DC<6>,IOB,IO_L19P_5,INPUT,LVTTL,5,,,,IFD,,LOCATED,,YES,NONE,
K25,,,VCCO_5,,,5,,,,,3.30,,,,,
K26,ADC_DC<5>,IOB,IO_L16N_5,INPUT,LVTTL,5,,,,IFD,,LOCATED,,YES,NONE,
K27,ADC_DB<12>,IOB,IO_L3N_9,INPUT,LVTTL,9,,,,IFD,,LOCATED,,YES,NONE,
K28,DAC_SDO,IOB,IO_L15P_9,INPUT,LVTTL,9,,,,IFD,,LOCATED,,YES,NONE,
K29,DAC_SDIO,IOB,IO_L15N_9,TRISTATE,LVTTL,9,12,SLOW,NONE**,,,LOCATED,,YES,NONE,
K30,,,GND,,,,,,,,,,,,,
K31,SYNCB_OUT_N,IOB,IO_L23N_VRP_9,OUTPUT,LVTTL,9,12,FAST,NONE**,,,LOCATED,,YES,NONE,
K32,ADC_OVRD,IOB,IO_L26P_9,INPUT,LVTTL,9,,,,NONE,,LOCATED,,NO,NONE,
K33,ADC_OVRA,IOB,IO_L26N_9,INPUT,LVTTL,9,,,,NONE,,LOCATED,,NO,NONE,
K34,DAC_DA<5>,IOB,IO_L29N_9,OUTPUT,LVTTL,9,12,FAST,NONE**,,,LOCATED,,YES,NONE,
L1,DDR1_ADDRESS<2>,IOB,IO_L29P_10,OUTPUT,SSTL18_I_DCI,10,,NONE*,NONE**,,,LOCATED,,YES,NONE,
L2,,,VCCO_10,,,10,,,,,1.80,,,,,
L3,DDR1_DQSB<1>,IOB,IO_L25N_CC_LC_10,TRISTATE,SSTL18_II_DCI,10,,NONE*,NONE**,,,LOCATED,,NO,SPLIT,
L4,DDR1_DQ<0>,IOB,IO_L22N_10,BIDIR,SSTL18_II_DCI,10,,NONE*,NONE**,IFD,,LOCATED,,YES,SPLIT,
L5,DDR1_DQ<1>,IOB,IO_L22P_10,BIDIR,SSTL18_II_DCI,10,,NONE*,NONE**,IFD,,LOCATED,,YES,SPLIT,
L6,,IOBS,IO_L16N_10,UNUSED,,10,,,,,,,,,,
L7,,,GND,,,,,,,,,,,,,
L8,DDR1_DQ<11>,IOB,IO_L15P_10,BIDIR,SSTL18_II_DCI,10,,NONE*,NONE**,IFD,,LOCATED,,YES,SPLIT,
L9,,IOBS,IO_L4N_VREF_10,UNUSED/VREF,,10,,,,,0.90,,,,,
L10,,,VCCINT,,,,,,,,1.2,,,,,
L11,,,GND,,,,,,,,,,,,,
L12,,,VCCINT,,,,,,,,1.2,,,,,
L13,,,GND,,,,,,,,,,,,,
L14,LAD<39>,IOB,IO_L2N_D28_LC_1,BIDIR,LVCMOS25,1,12,SLOW,NONE**,IFD,,LOCATED,,YES,NONE,
L15,LAD<4>,IOB,IO_L2P_D29_LC_1,BIDIR,LVCMOS25,1,12,SLOW,NONE**,IFD,,LOCATED,,YES,NONE,
L16,LAD<44>,IOB,IO_L18N_VRP_LC_1,BIDIR,LVCMOS25,1,12,SLOW,NONE**,IFD,,LOCATED,,YES,NONE,
L17,,,GND,,,,,,,,,,,,,
L18,MEM_CLK_N,IOB,IO_L9N_GC_LC_1,INPUT,LVPECL_25,1,,,,NONE,,LOCATED,,NO,NONE,
L19,LAD<47>,IOB,IO_L19N_LC_1,BIDIR,LVCMOS25,1,12,SLOW,NONE**,IFD,,LOCATED,,YES,NONE,
L20,,,VCCINT,,,,,,,,1.2,,,,,
L21,,,GND,,,,,,,,,,,,,
L22,,,VCCINT,,,,,,,,1.2,,,,,
L23,,,GND,,,,,,,,,,,,,
L24,,,VCCAUX,,,,,,,,2.5,,,,,
L25,ADC_DD<2>,IOB,IO_L30P_5,INPUT,LVTTL,5,,,,IFD,,LOCATED,,YES,NONE,
L26,ADC_DC<11>,IOB,IO_L30N_5,INPUT,LVTTL,5,,,,IFD,,LOCATED,,YES,NONE,
L27,,,GND,,,,,,,,,,,,,
L28,GATEB_OUT_N,IOB,IO_L18P_9,OUTPUT,LVTTL,9,12,FAST,NONE**,,,LOCATED,,YES,NONE,
L29,GATEB_IN_N,IOB,IO_L18N_9,INPUT,LVTTL,9,,,,IFD,,LOCATED,,YES,NONE,
L30,IIC_CLK,IOB,IO_L24P_CC_LC_9,OUTPUT,LVTTL,9,12,SLOW,NONE**,,,LOCATED,,NO,NONE,
L31,IIC_DAT,IOB,IO_L24N_CC_LC_9,BIDIR,LVTTL,9,12,SLOW,NONE**,NONE,,LOCATED,,NO,NONE,
L32,,,VCCO_9,,,9,,,,,3.30,,,,,
L33,CLKEN_DAC,IOB,IO_L31P_9,OUTPUT,LVTTL,9,12,SLOW,NONE**,,,LOCATED,,NO,NONE,
L34,BUSB_TERM,IOB,IO_L31N_9,OUTPUT,LVTTL,9,12,SLOW,NONE**,,,LOCATED,,NO,NONE,
M1,DDR1_ADDRESS<3>,IOB,IO_L29N_10,OUTPUT,SSTL18_I_DCI,10,,NONE*,NONE**,,,LOCATED,,YES,NONE,
M2,,IOBS,IO_L28N_VREF_10,UNUSED/VREF,,10,,,,,0.90,,,,,
M3,DDR1_ADDRESS<7>,IOB,IO_L28P_10,OUTPUT,SSTL18_I_DCI,10,,NONE*,NONE**,,,LOCATED,,YES,NONE,
M4,,,GND,,,,,,,,,,,,,
M5,DDR1_ADDRESS<6>,IOB,IO_L27N_10,OUTPUT,SSTL18_I_DCI,10,,NONE*,NONE**,,,LOCATED,,YES,NONE,
M6,DDR1_ADDRESS<4>,IOB,IO_L27P_10,OUTPUT,SSTL18_I_DCI,10,,NONE*,NONE**,,,LOCATED,,YES,NONE,
M7,DDR1_DQ<4>,IOB,IO_L21P_10,BIDIR,SSTL18_II_DCI,10,,NONE*,NONE**,IFD,,LOCATED,,YES,SPLIT,
M8,DDR1_DQ<10>,IOB,IO_L15N_10,BIDIR,SSTL18_II_DCI,10,,NONE*,NONE**,IFD,,LOCATED,,YES,SPLIT,
M9,,,VCCO_10,,,10,,,,,1.80,,,,,
M10,DDR1_ODT,IOB,IO_L4P_10,OUTPUT,SSTL18_I_DCI,10,,NONE*,NONE**,,,LOCATED,,YES,NONE,
M11,,,VCCAUX,,,,,,,,2.5,,,,,
M12,,,GND,,,,,,,,,,,,,
M13,,,VCCINT,,,,,,,,1.2,,,,,
M14,,,GND,,,,,,,,,,,,,
M15,,,VCCINT,,,,,,,,1.2,,,,,
M16,REF_CLK_P,IOB,IO_L16P_GC_CC_LC_1,INPUT,LVPECL_25,1,,,,NONE,,LOCATED,,NO,NONE,
M17,LAD<1>,IOB,IO_L10P_GC_LC_1,BIDIR,LVCMOS25,1,12,SLOW,NONE**,IFD,,LOCATED,,YES,NONE,
M18,MEM_CLK_P,IOB,IO_L9P_GC_LC_1,INPUT,LVPECL_25,1,,,,NONE,,LOCATED,,NO,NONE,
M19,,,VCCO_1,,,1,,,,,2.50,,,,,
M20,LAD<59>,IOB,IO_L5N_D22_LC_1,BIDIR,LVCMOS25,1,12,SLOW,NONE**,IFD,,LOCATED,,YES,NONE,
M21,,,VCCINT,,,,,,,,1.2,,,,,
M22,,,GND,,,,,,,,,,,,,
M23,,,VCCINT,,,,,,,,1.2,,,,,
M24,,,GND,,,,,,,,,,,,,
M25,ADC_DB<10>,IOB,IO_L4P_9,INPUT,LVTTL,9,,,,IFD,,LOCATED,,YES,NONE,
M26,ADC_DB<8>,IOB,IO_L4N_VREF_9,INPUT,LVTTL,9,,,,IFD,,LOCATED,,YES,NONE,
M27,SYNCA_IN_N,IOB,IO_L21P_9,INPUT,LVTTL,9,,,,IFD,,LOCATED,,YES,NONE,
M28,SYNCA_OUT_N,IOB,IO_L21N_9,OUTPUT,LVTTL,9,24,FAST,NONE**,,,LOCATED,,YES,NONE,
M29,,,VCCO_9,,,9,,,,,3.30,,,,,
M30,FLASH_RP_N,IOB,IO_L28P_9,OUTPUT,LVTTL,9,12,SLOW,NONE**,,,LOCATED,,YES,NONE,
M31,EXTCLKB_EN,IOB,IO_L28N_VREF_9,OUTPUT,LVTTL,9,12,SLOW,NONE**,,,LOCATED,,NO,NONE,
M32,DAC_DB<0>,IOB,IO_L32P_9,OUTPUT,LVTTL,9,12,FAST,NONE**,,,LOCATED,,YES,NONE,
M33,DAC_DB<11>,IOB,IO_L32N_9,OUTPUT,LVTTL,9,12,FAST,NONE**,,,LOCATED,,YES,NONE,
M34,,,GND,,,,,,,,,,,,,
N1,,,GND,,,,,,,,,,,,,
N2,,,NC,,,,,,,,,,,,,
N3,,,NC,,,,,,,,,,,,,
N4,,,NC,,,,,,,,,,,,,
N5,DDR1_ADDRESS<11>,IOB,IO_L30P_10,OUTPUT,SSTL18_I_DCI,10,,NONE*,NONE**,,,LOCATED,,YES,NONE,
N6,,,VCCO_10,,,10,,,,,1.80,,,,,
N7,DDR1_DQ<5>,IOB,IO_L21N_10,BIDIR,SSTL18_II_DCI,10,,NONE*,NONE**,IFD,,LOCATED,,YES,SPLIT,
N8,,,VCCAUX,,,,,,,,2.5,,,,,
N9,,IOBS,IO_L12N_VREF_10,UNUSED/VREF,,10,,,,,0.90,,,,,
N10,DDR1_ADDRESS<12>,IOB,IO_L12P_10,OUTPUT,SSTL18_I_DCI,10,,NONE*,NONE**,,,LOCATED,,YES,NONE,
N11,,,GND,,,,,,,,,,,,,
N12,DDR0_BA<1>,IOB,IO_L5N_10,OUTPUT,SSTL18_I_DCI,10,,NONE*,NONE**,,,LOCATED,,YES,NONE,
N13,DDR0_BA<0>,IOB,IO_L5P_10,OUTPUT,SSTL18_I_DCI,10,,NONE*,NONE**,,,LOCATED,,YES,NONE,
N14,,,VCCINT,,,,,,,,1.2,,,,,
N15,REF_CLK_N,IOB,IO_L16N_GC_CC_LC_1,INPUT,LVPECL_25,1,,,,NONE,,LOCATED,,NO,NONE,
N16,,,VCCO_1,,,1,,,,,2.50,,,,,
N17,LAD<3>,IOB,IO_L10N_GC_LC_1,BIDIR,LVCMOS25,1,12,SLOW,NONE**,IFD,,LOCATED,,YES,NONE,
N18,LAD<56>,IOB,IO_L1N_D30_LC_1,BIDIR,LVCMOS25,1,12,SLOW,NONE**,IFD,,LOCATED,,YES,NONE,
N19,LAD<42>,IOB,IO_L1P_D31_LC_1,BIDIR,LVCMOS25,1,12,SLOW,NONE**,IFD,,LOCATED,,YES,NONE,
N20,LDREQ_N<8>,IOB,IO_L5P_D23_LC_1,OUTPUT,LVCMOS25,1,12,SLOW,NONE**,,,LOCATED,,YES,NONE,
N21,,,GND,,,,,,,,,,,,,
N22,ADC_OVRC,IOB,IO_L5P_9,INPUT,LVTTL,9,,,,NONE,,LOCATED,,NO,NONE,
N23,ADC_OVRB,IOB,IO_L5N_9,INPUT,LVTTL,9,,,,NONE,,LOCATED,,NO,NONE,
N24,,,VCCINT,,,,,,,,1.2,,,,,
N25,DAC_DA<10>,IOB,IO_L12P_9,OUTPUT,LVTTL,9,12,FAST,NONE**,,,LOCATED,,YES,NONE,
N26,,,VCCO_9,,,9,,,,,3.30,,,,,
N27,CLKSEL_ADC<0>,IOB,IO_L27P_9,OUTPUT,LVTTL,9,12,SLOW,NONE**,,,LOCATED,,NO,NONE,
N28,,,VCCINT,,,,,,,,1.2,,,,,
N29,CLKSEL_ADC<1>,IOB,IO_L30P_9,OUTPUT,LVTTL,9,12,SLOW,NONE**,,,LOCATED,,NO,NONE,
N30,CLKEN_ADC,IOB,IO_L30N_9,OUTPUT,LVTTL,9,12,SLOW,NONE**,,,LOCATED,,NO,NONE,
N31,,,GND,,,,,,,,,,,,,
N32,,,NC,,,,,,,,,,,,,
N33,,,NC,,,,,,,,,,,,,
N34,,,NC,,,,,,,,,,,,,
P1,,,NC,,,,,,,,,,,,,
P2,,,NC,,,,,,,,,,,,,
P3,,,NC,,,,,,,,,,,,,
P4,,,NC,,,,,,,,,,,,,
P5,DDR1_ADDRESS<10>,IOB,IO_L30N_10,OUTPUT,SSTL18_I_DCI,10,,NONE*,NONE**,,,LOCATED,,YES,NONE,
P6,DDR1_ADDRESS<5>,IOB,IO_L31N_10,OUTPUT,SSTL18_I_DCI,10,,NONE*,NONE**,,,LOCATED,,YES,NONE,
P7,DDR1_ADDRESS<1>,IOB,IO_L31P_10,OUTPUT,SSTL18_I_DCI,10,,NONE*,NONE**,,,LOCATED,,YES,NONE,
P8,,,GND,,,,,,,,,,,,,
P9,,IOBS,IO_L20N_VREF_10,UNUSED/VREF,,10,,,,,0.90,,,,,
P10,DDR1_DQ<2>,IOB,IO_L20P_10,BIDIR,SSTL18_II_DCI,10,,NONE*,NONE**,IFD,,LOCATED,,YES,SPLIT,
P11,DDR1_ADDRESS<0>,IOB,IO_L13N_10,OUTPUT,SSTL18_I_DCI,10,,NONE*,NONE**,,,LOCATED,,YES,NONE,
P12,DDR1_ADDRESS<8>,IOB,IO_L13P_10,OUTPUT,SSTL18_I_DCI,10,,NONE*,NONE**,,,LOCATED,,YES,NONE,
P13,,,VCCO_10,,,10,,,,,1.80,,,,,
P15,,,VCCINT,,,,,,,,1.2,,,,,
P16,,,GND,,,,,,,,,,,,,
P17,,,VCCINT,,,,,,,,1.2,,,,,
P18,,,GND,,,,,,,,,,,,,
P19,,,VCCINT,,,,,,,,1.2,,,,,
P20,GATEA_OUT_N,IOB,IO_L17P_9,OUTPUT,LVTTL,9,24,FAST,NONE**,,,LOCATED,,YES,NONE,
P22,DAC_DA<4>,IOB,IO_L13P_9,OUTPUT,LVTTL,9,12,FAST,NONE**,,,LOCATED,,YES,NONE,
P23,,,VCCO_9,,,9,,,,,3.30,,,,,
P24,DAC_DB<8>,IOB,IO_L19P_9,OUTPUT,LVTTL,9,12,FAST,NONE**,,,LOCATED,,YES,NONE,
P25,,,VCCAUX,,,,,,,,2.5,,,,,
P26,DAC_DA<9>,IOB,IO_L12N_VREF_9,OUTPUT,LVTTL,9,12,FAST,NONE**,,,LOCATED,,YES,NONE,
